0,2021-09-21 09:25:56.993248,1
0,2021-09-21 09:28:25.555095,2
0,2021-09-21 09:30:57.334118,3
0,2021-09-21 13:40:02.548667,4
0,2021-09-21 13:42:32.456389,5
0,2021-09-21 15:07:32.509322,6
0,2021-09-21 15:10:02.972181,7
0,2021-09-21 15:12:32.527497,8
0,2021-09-21 15:45:01.828099,9
0,2021-09-21 15:47:32.310436,10
0,2021-09-21 15:50:02.841652,11
0,2021-09-21 15:52:31.750075,12
0,2021-09-21 15:55:01.582941,13
0,2021-09-21 15:57:32.288293,14
0,2021-09-21 16:00:02.308471,15
0,2021-09-21 16:02:31.187638,16
0,2021-09-21 16:05:01.977044,17
0,2021-09-21 16:07:33.059467,18
0,2021-09-21 16:10:02.493721,19
0,2021-09-21 16:12:31.240735,20
0,2021-09-21 16:15:02.257961,21
0,2021-09-21 16:17:31.393534,22
0,2021-09-21 16:20:03.060337,23
0,2021-09-21 16:22:32.940680,24
0,2021-09-22 10:27:32.666984,25
0,2021-09-22 10:30:05.119436,26
0,2021-09-22 10:32:35.129964,27
0,2021-09-22 14:26:07.512857,28
0,2021-09-22 14:31:13.515103,29
0,2021-09-22 14:32:06.405329,30
0,2021-09-22 14:33:06.774246,31
0,2021-09-22 14:34:06.519236,32
0,2021-09-22 14:35:07.343542,33
0,2021-09-22 14:36:05.916400,34
0,2021-09-22 14:37:06.632842,35
0,2021-09-22 14:38:07.312665,36
0,2021-09-22 14:39:05.964345,37
0,2021-09-22 14:40:06.917086,38
0,2021-09-22 14:41:07.609291,39
0,2021-09-22 14:42:05.720716,40
0,2021-09-22 14:43:06.164356,41
0,2021-09-22 14:44:05.802789,42
0,2021-09-22 14:45:06.685325,43
0,2021-09-22 14:46:07.399758,44
0,2021-09-22 14:47:07.976802,45
0,2021-09-22 14:48:06.703600,46
0,2021-09-22 14:49:07.503105,47
0,2021-09-22 14:50:08.031492,48
0,2021-09-22 14:51:07.675768,49
0,2021-09-22 14:52:07.693076,50
0,2021-09-22 14:53:07.610626,51
0,2021-09-22 14:54:06.979603,52
0,2021-09-22 14:55:06.421932,53
0,2021-09-22 14:56:07.802591,54
0,2021-09-22 14:57:07.213467,55
0,2021-09-22 14:58:07.371399,56
0,2021-09-22 14:59:07.229095,57
0,2021-09-22 15:00:07.197492,58
0,2021-09-22 15:01:07.751897,59
0,2021-09-22 15:02:05.761554,60
0,2021-09-22 15:03:06.354294,61
0,2021-09-22 15:04:06.481282,62
0,2021-09-22 15:05:06.483603,63
0,2021-09-22 15:06:06.432074,64
0,2021-09-22 15:07:05.982611,65
0,2021-09-22 15:08:07.954691,66
0,2021-09-22 15:09:05.888530,67
0,2021-09-22 15:10:06.522165,68
0,2021-09-22 15:11:06.914480,69
0,2021-09-22 15:12:07.624909,70
0,2021-09-22 15:13:07.969291,71
0,2021-09-22 15:14:05.991919,72
0,2021-09-22 15:15:06.717311,73
0,2021-09-22 15:17:06.611915,74
0,2021-09-22 15:18:06.951565,75
0,2021-09-22 15:19:05.958887,76
0,2021-09-22 15:20:06.550036,77
0,2021-09-22 15:21:07.304759,78
0,2021-09-22 15:22:06.496243,79
0,2021-09-22 15:23:06.034759,80
0,2021-09-22 15:52:08.581154,81
0,2021-09-22 15:54:37.067993,82
0,2021-09-23 10:27:08.736493,83
0,2021-09-23 10:29:40.275724,84
0,2021-09-23 10:32:10.401764,85
0,2021-09-23 10:34:39.370221,86
0,2021-09-23 10:34:58.867330,87
0,2021-09-23 10:35:53.879506,88
0,2021-09-23 10:37:09.166052,89
0,2021-09-23 10:37:36.451969,90
0,2021-09-23 10:39:38.513837,91
0,2021-09-24 09:29:40.188023,92
0,2021-09-24 09:32:10.084177,93
0,2021-09-24 09:33:18.333567,94
0,2021-09-24 09:34:41.195155,95
0,2021-09-24 09:37:11.036166,96
0,2021-09-24 09:39:40.107704,97
0,2021-09-24 09:42:11.708100,98
0,2021-09-24 09:44:41.916246,99
0,2021-09-24 09:47:12.051036,100
0,2021-09-24 09:49:40.806867,101
0,2021-09-24 09:51:08.148586,102
0,2021-09-24 09:52:10.438488,103
0,2021-09-24 09:53:22.894559,104
0,2021-09-24 09:54:41.424474,105
